city,ep0,ep0F,ep1F,deltaExposure0,deltaExposure1,deltaNDVIGlobal0,deltaNDVIGlobal1,deltaNDVILocal,di
Luanda,26575739.44232724,23623653.225530155,23505773.2269829,-11.108199729318875,-11.551762170179911,27.099129964581017,8.753279775086005,0.14,0.1
Perth,19895667.0760905,19145498.9740634,19115538.04080936,-3.770509926398043,-3.921100168682737,28.268679272497884,12.060888050843268,0.14,0.1
Dubai,33868851.57412478,32015754.501440674,31942169.21683178,-5.47139033819453,-5.688655705010542,89.86876324304687,28.28501074702213,0.14,0.1
Milan,63506915.35798368,60823335.30749523,60704089.893768385,-4.225650128590425,-4.413417733196422,16.00286925539778,6.435127807806488,0.14,0.1
Karachi,162350576.37594646,155688808.09204948,155423905.08572978,-4.1033228415960075,-4.266490113454827,59.68932044293734,14.283862255250188,0.14,0.1
Khartoum,40540394.85175746,37972697.34830336,37870663.0441808,-6.333676602912477,-6.585362124219472,66.24565080786064,18.67056503909657,0.14,0.1
Semarang,16583519.46838224,14494184.567233276,14386999.87991403,-12.598863016577644,-13.245195585026707,14.329487308966797,5.950374131290344,0.14,0.1
Durban,20383446.171612196,18775050.786222808,18705177.070449494,-7.890694104657251,-8.233490485529424,13.732681312937864,4.930422076882378,0.14,0.1
Baltimore,18424367.773734946,17357744.655602932,17286800.362948027,-5.789197931950478,-6.1742547953726294,10.430663985658489,5.613244273049138,0.14,0.1
Medan,11368702.83429682,9405723.925984835,9307991.081572734,-17.266516126977297,-18.126181876329664,13.840212465707966,4.322013724212688,0.14,0.1
Algiers,56849806.60521345,54601571.6113012,54512325.18131697,-3.9546924223064535,-4.1116787610709595,28.700637963695257,10.491938268971987,0.14,0.1
Kochi,8993488.144369401,7529078.529990979,7471152.956533051,-16.28299933096874,-16.92708283369947,16.172721344420967,9.072987051044073,0.14,0.1
Santiago,105381329.45502874,102006705.76629561,101872563.42819557,-3.2022975096107933,-3.3295898286522707,30.326155429617437,8.934400466504826,0.14,0.1
Vancouver,25625735.008123524,24256467.40046516,24196935.43745505,-5.343330082919757,-5.575643275073028,13.308373420530339,5.3382114768412565,0.14,0.1
Tianjin,143970692.61376724,139429216.86584872,139247644.5453999,-3.1544446063769485,-3.280562163466101,22.33342303971771,4.521156371455038,0.14,0.1
Cape Town,53248419.167736486,51264394.15810854,51186014.53614019,-3.72597917579134,-3.873175323946367,28.670025547242687,8.723246459747124,0.14,0.1
Noakhali,9060637.33430558,7121557.111216379,7044012.178048193,-21.40114598503368,-22.256990119469826,19.17374336089081,12.992376738610371,0.14,0.1
Berlin,48579822.77977828,45885634.28752726,45761895.30788463,-5.545900207302717,-5.800612910153779,14.71042583399558,6.075053990326731,0.14,0.1
Wenzhou,31936133.802569676,29614745.56404753,29523379.313930847,-7.2688455430236205,-7.554936059432129,18.379861177047577,5.400206043796627,0.14,0.1
Manchester,29291204.1659927,27200345.65179155,27117049.69219575,-7.1381787595767445,-7.422550679296271,15.992099922749224,5.7584466360698,0.14,0.1
Birmingham,33676042.47277487,31544704.21893721,31460617.024690405,-6.328945141225319,-6.57863954731471,17.437105476781493,6.6941320421720025,0.14,0.1
Monterrey,47376335.716109686,45462017.92529252,45386883.743551366,-4.040662414856677,-4.199252522355445,24.379629026888875,5.317845197370084,0.14,0.1
Louisville,8449603.057888748,7928779.716528411,7897684.222425335,-6.1638793892700585,-6.531890689801441,11.055711878042317,5.175053543844142,0.14,0.1
Virginia Beach,9812109.131385209,9278400.840821065,9255832.731770735,-5.439282048515074,-5.669284678409833,12.872342139215764,7.108522728276414,0.14,0.1
Dar es Salaam,49466590.75125496,47047281.75236262,46950564.39240506,-4.89079389169541,-5.086314461212524,20.940198017473197,4.928439641713995,0.14,0.1
Rotterdam [The Hague],30202505.828920122,28266282.9538195,28190564.219250973,-6.410802090621938,-6.661505575284529,17.205784048145897,7.467119252436538,0.14,0.1
Cincinnati,10488702.31122509,9673396.221379446,9636533.062154144,-7.773183618464387,-8.124639481463289,13.128601384889965,6.852571476447897,0.14,0.1
Pune,95202724.16558114,91972834.30057654,91843679.936143,-3.3926443736914713,-3.528306840879816,33.468750379432656,7.977720437473191,0.14,0.1
Takasaki [Maebashi],16731982.121049022,15553362.662238082,15500697.705483167,-7.044111392685651,-7.358867626429544,15.268251847081782,9.261608908859072,0.14,0.1
Nanjing,68777760.8948847,65386025.710965715,65250909.562496684,-4.931441704103583,-5.12789495688617,20.452688730910857,5.194612372830861,0.14,0.1
Tegal,5652447.364047946,4502378.4962882465,4456934.242050037,-20.34638792171059,-21.15036275440439,17.663664412846032,7.012093510205398,0.14,0.1
Bengaluru,118276465.5434496,113331703.1948511,113135228.47387204,-4.1806815293969075,-4.346796335141494,27.98279172457859,4.747080738991015,0.14,0.1
Xi'an,86749428.26672912,82982358.76583292,82831717.02262808,-4.3424718481297235,-4.516123417038804,22.73538279722437,7.946390080190424,0.14,0.1
Kollam,8034890.716670245,6531099.055210425,6472410.045664311,-18.71576993996764,-19.446196919196485,15.752913881761755,10.620004859143878,0.14,0.1
Austin,15968423.488072906,15188751.7067511,15157788.647428066,-4.882584570130892,-5.076486362290663,20.070416986607636,6.971281023363851,0.14,0.1
Changzhou,31058101.02761577,28934845.4182461,28849985.937245775,-6.836398682204507,-7.109626851965667,21.491407765593177,11.902085019200229,0.14,0.1
Zhengzhou,70122927.2830739,67316905.08234482,67205638.95153876,-4.001575960173011,-4.160248929367376,20.277704948491568,5.790112880987602,0.14,0.1
Qingdao,44402204.19961218,42534352.60592502,42460579.367439136,-4.206664122551531,-4.372811816828681,20.47595781883008,5.814567360685193,0.14,0.1
Alexandria,128431626.5658735,125836377.04047132,125733582.79497874,-2.0207246414270603,-2.1007627506071644,23.395958486217097,5.0153544367727765,0.14,0.1
Guadalajara,62431970.91836979,60280709.384095624,60196342.42399724,-3.445769054907712,-3.580903279980786,29.219683937290824,7.862053544902399,0.14,0.1
Belo Horizonte,50927213.86226643,48751775.25459521,48666317.34520273,-4.271662324891224,-4.439466339506291,17.328224367838335,4.291081356129022,0.14,0.1
Katowice,30617693.03945381,29123518.8609754,29053721.592348263,-4.88010045875443,-5.1080642982808,13.060200219950326,5.38092147514135,0.14,0.1
Sirajganj,7449454.010342051,5849442.961468527,5785961.834673153,-21.47823245371049,-22.330390567677544,24.61539307215814,12.128118045694983,0.14,0.1
Shijiazhuang,66053465.87832158,63663216.84861435,63567774.13639423,-3.61865800366987,-3.763151121405637,19.353440928823353,6.778601858082369,0.14,0.1
Cologne,33035190.07777122,31292058.39358112,31202501.295303583,-5.276590448205181,-5.547686506882913,14.217781331244842,6.936300890645295,0.14,0.1
Ningbo,28398500.097529996,26681868.457616188,26612736.9442804,-6.044796852010911,-6.288230530192384,18.28645251618181,7.102111382437483,0.14,0.1
Hefei,38954629.06720473,37057875.65895359,36982148.56691486,-4.869134820867753,-5.063533006274912,19.01984519934503,4.7698662529383995,0.14,0.1
Cixi,20530261.75543175,18982752.4200084,18921629.409285218,-7.537699001883994,-7.835420538274097,17.857157628103206,7.4351782321836986,0.14,0.1
Brahmanbaria,8321060.175149059,6587945.48561024,6519145.544943826,-20.828051390792552,-21.654868397499047,23.321507802296694,11.796693045794585,0.14,0.1
Shenyang,120911775.01895124,117357452.54021315,117212755.23004942,-2.9395999506094372,-3.0592717610191817,16.951972446271682,2.8029257218390002,0.14,0.1
Amman,96238595.65688719,93738597.49830562,93640269.00038633,-2.5977084780981636,-2.6998800624278596,67.23498753166054,15.196635250053715,0.14,0.1
Bogota,42721421.12930508,38586337.98103679,38421090.22309154,-9.679179762659624,-10.065982808010318,23.747188700336675,5.147481885900095,0.14,0.1
Jeddah,26369887.66787549,24803291.87877427,24741750.855990283,-5.940851204344302,-6.174227332294055,130.13685844560771,45.79499575680878,0.14,0.1
Ciudad Juárez,39391884.06045027,38343120.69283125,38301711.418323964,-2.662384378491783,-2.7675057137489087,56.66212233293514,16.672575893616838,0.14,0.1
Tasikmalaya,3734399.1911548637,2469971.3491684897,2418126.154207539,-33.85893626426556,-35.24725048315649,13.9466440175544,5.597392692632725,0.14,0.1
Jinan,82479622.33353642,79987663.5783596,79888177.0769106,-3.021302334653848,-3.141921826637812,17.462500471488028,4.42326076177188,0.14,0.1
Salt Lake City,16079956.410951376,15447698.161637409,15422465.430192463,-3.931964945398503,-4.088885342444857,24.164053840325735,7.490390209919953,0.14,0.1
Kampala,20798316.252693214,19128737.758692637,19062180.773193,-8.027469501452453,-8.347480913390747,16.873960395716576,6.095293121776996,0.14,0.1
Saint Petersburg,87440754.63485748,83499178.02605362,83335328.07788494,-4.507711107095797,-4.69509506650111,12.574067545419599,4.053763177468924,0.14,0.1
Yangon,50928780.54041299,48156727.51142106,48048692.07316567,-5.442999026438993,-5.655129450747236,25.87403281109587,6.106361857594728,0.14,0.1
Guruvayur,10948832.107553158,9093661.577266801,9020018.829446571,-16.94400381759941,-17.616612065646493,17.02057001541562,11.593415929857555,0.14,0.1
Kyiv,52437482.143061176,50434646.69944344,50343599.682223886,-3.8194729452370653,-3.9931025962015303,14.364795751963083,3.9461956955928255,0.14,0.1
Santo Domingo,24241924.64572142,22404141.14349538,22331175.402247764,-7.581013178961429,-7.882003064516968,15.801613329884898,3.921239714967742,0.14,0.1
Amaigbo,7372819.924604161,5778887.873115072,5715265.080669761,-21.61902864560557,-22.48196566422165,21.3304175673606,11.161517752214346,0.14,0.1
Adelaide,13971256.318527933,13427778.38498887,13406396.493630487,-3.889971818914605,-4.043013827957324,24.999296035130946,10.160060858197006,0.14,0.1
Tashkent,41017160.7179439,38840122.70583634,38753674.3492364,-5.307627280878959,-5.518388716060706,25.61466761746796,8.247902407053806,0.14,0.1
Edmonton,14060797.395855004,13242002.953121794,13208353.02375023,-5.823243303218228,-6.0625606649880766,16.436555625917507,4.061088408427776,0.14,0.1
Rome,49958879.79895079,48247303.74192643,48178369.02368319,-3.4259696452607518,-3.563952559450691,20.798881806252208,5.863406643398819,0.14,0.1
Pittsburgh,7992518.28782036,7367246.4845225625,7331002.241868287,-7.823213920581659,-8.2766910519322,10.985997901850652,6.641754751396012,0.14,0.1
Kozhikode,7881067.065185742,6572893.068254456,6517674.650921129,-16.598945118867036,-17.299591577989965,14.9094529938474,7.595714094339677,0.14,0.1
Tel Aviv,55232915.086940795,53655729.790345326,53593762.482118435,-2.8555170302216712,-2.967709747425443,35.69122488487255,11.520985893979729,0.14,0.1
Recife,28011712.963269874,26372842.013848834,26309098.374594763,-5.850663083582202,-6.078223744858627,18.655863007822372,3.9753465979145486,0.14,0.1
Ibadan,13040590.909928102,11661926.255957305,11606903.926501788,-10.572102625512064,-10.99403388488182,22.322303921011713,4.649037974246876,0.14,0.1
Kuwait City,60436112.1432865,58923236.36463162,58863447.34759845,-2.5032645631936634,-2.6021938538327145,111.40379840069473,24.437127456078837,0.14,0.1
Bogura,7440595.57931665,6155541.380118279,6104537.9841408655,-17.270851311561156,-17.956325954467328,20.430173712523537,12.720706645752255,0.14,0.1
Goiânia,27778128.409087017,26797922.47857322,26759084.694307648,-3.5286968080727217,-3.6685110665915537,21.194592262822233,5.758379356636188,0.14,0.1
Linyi,18955961.839776523,17742212.88295335,17694166.248812117,-6.40299324867961,-6.656457749966025,19.648614145483972,10.624806167558008,0.14,0.1
Pati,7788958.975027995,6517217.243568204,6466880.487495223,-16.327493000503573,-16.97375081537158,16.717635190293358,7.180780179819656,0.14,0.1
Calgary,16204875.13541559,15325585.969513271,15290390.389413528,-5.426078007726458,-5.643269314698169,18.242887841535154,4.8737512389660695,0.14,0.1
Harbin,94277163.09768228,91264118.34373805,91141797.09207043,-3.195943381137129,-3.32568980927358,16.76290864456155,3.2563928757869753,0.14,0.1
Zibo,34164004.61730957,32495545.981667884,32429245.27458091,-4.883674072553964,-5.077740042950716,18.162513502994162,6.986349308794196,0.14,0.1
Albuquerque,14219276.452890027,13803196.065193277,13786888.86993736,-2.9261713074871913,-3.0408550279278486,40.55178169575424,11.58421184453615,0.14,0.1
Lisbon,36487339.48728561,35167297.12397497,35115097.53624434,-3.617809305528066,-3.7608714976860353,25.30005989514516,7.041473827656056,0.14,0.1
Athens,75581278.25311932,73722415.05500782,73648574.77254888,-2.4594228108794747,-2.557119335952314,29.782788560393794,6.542008500825903,0.14,0.1
Budapest,35098187.38351338,33649778.078015,33582926.17368239,-4.126735348671433,-4.317206450788833,15.322803575355666,5.772295330110737,0.14,0.1
Havana,11779463.125988193,10803297.893726718,10768488.876369521,-8.287009533633423,-8.582515508607782,13.86280094278197,4.323144049768849,0.14,0.1
Buffalo,8513478.907337058,8011121.3147777915,7982108.347786527,-5.9007322156671655,-6.241520832248579,13.227689396902175,6.211931748645351,0.14,0.1
Abidjan,17024280.265188202,15173038.106149767,15100571.97689968,-10.87412877491165,-11.299792169318213,21.475983026614056,4.433296758643561,0.14,0.1
Kumasi,21562942.183109336,20063224.012523517,20003602.62255686,-6.955072076205707,-7.231571402969001,19.111477365997924,3.480176433931714,0.14,0.1
San José,7813778.076210529,6839865.729421521,6800566.08764541,-12.464038999957486,-12.96699213469983,16.751855243364147,5.268435094741957,0.14,0.1
Tripoli,14134696.415910613,13476891.196312908,13450649.016541835,-4.653833377399258,-4.839491271979391,52.46326468475713,33.52755577216246,0.14,0.1
Warsaw,36020619.47609914,34384720.34616836,34312448.31985344,-4.541563009531949,-4.742203718564942,13.906513613108267,4.844502099617536,0.14,0.1
Tunis,39940038.92574873,38600016.596096024,38547312.28116755,-3.3550851869320852,-3.4870437837337884,44.40458390387088,12.463924385705338,0.14,0.1
Concord,25005383.939081155,23800601.889339894,23752344.132636674,-4.818090586716788,-5.011080051788739,26.802545354431228,7.009977039707872,0.14,0.1
Changchun,79590101.68733017,77422863.40368912,77335207.73559679,-2.7229997671758905,-2.8331336484425345,17.10088522028901,2.4246455556056072,0.14,0.1
Tucson,15820162.918020241,15369302.003911316,15351360.08167177,-2.8499132179945086,-2.9633249592801096,45.79926102241262,14.399664743410334,0.14,0.1
Omaha,8004786.177722372,7561112.93933566,7543092.244657149,-5.542599496554596,-5.7677234946029605,15.434760558333414,5.911744140563883,0.14,0.1
Faisalabad,86195760.85574687,83752553.05620486,83655149.92086515,-2.834487189724848,-2.947489423677764,29.74004325168068,6.747706560951643,0.14,0.1
Providence,10061263.614966962,9621663.468166687,9609182.668059055,-4.369233961292241,-4.493281999245104,8.575407648699997,4.751315377490512,0.13,0.1
Kano,48377960.47716059,46256103.561090745,46171773.79565613,-4.385999110217925,-4.560313538943022,45.27669978611788,10.866407948668295,0.14,0.1
Casablanca,62873092.09742831,60748837.0144667,60666243.40883498,-3.378639433972569,-3.5100050195934207,42.9388682253909,9.870252424525281,0.14,0.1
Vienna,34694640.885942206,33363019.326195337,33292565.615169264,-3.83811887295373,-4.041186866243205,13.439302681588453,3.8385987156170462,0.14,0.1
Allentown,6352765.347894937,5994558.071168518,5991220.610982875,-5.638603932460929,-5.691139481987376,8.7450181425632,3.3634364603041664,0.13,0.1
Copenhagen,24867861.86919129,23781234.35014386,23731486.917025443,-4.369605737571058,-4.569652823967536,16.00779155804585,6.137167190358517,0.14,0.1
Sapporo,25159835.69639068,23879160.213426493,23805297.64438673,-5.090158371534628,-5.383731707748258,10.025650856860905,3.68236394066109,0.14,0.1
Doha,32952065.92940666,32062551.992862225,32027579.512080487,-2.6994178102521587,-2.805549185616178,139.35714058229095,43.55791058344678,0.14,0.1
Brick,6402878.694548199,6002572.723875163,5984917.625737041,-6.251968681116522,-6.527705564171241,11.870742507834978,7.041947526362207,0.14,0.1
Yantai,20406335.430036794,19504828.755280815,19468878.365292482,-4.4177783798899055,-4.593951069550864,17.462763019692012,5.068578012695114,0.14,0.1
Tangshan,33859459.476979926,32458192.804002035,32402397.77796495,-4.138479156557628,-4.303263317022503,17.728968046845257,6.074301886431267,0.14,0.1
Munich,27102755.450519204,25819869.81700377,25754891.32810945,-4.733414046618114,-4.973162691411631,12.503413317770164,5.014343076908242,0.14,0.1
Bridgeport,12585675.160932105,12129331.590178046,12097189.400244392,-3.62589662389047,-3.8812837169359686,6.19467747041498,4.351237225460716,0.13,0.1
Donetsk,22524837.741839662,21645163.733157754,21609786.80982821,-3.905351145095809,-4.06240853984823,17.265002601482927,5.891611004796754,0.14,0.1
Helsinki,16318965.714157054,15447449.932787243,15408825.488951636,-5.340508685631665,-5.5771930718369696,13.525564426814059,6.142035623962552,0.14,0.1
Daegu,40827672.49110283,39309967.08332356,39243919.871388435,-3.717344916269737,-3.879115617133271,13.083791353050557,3.033876887517677,0.14,0.1
Dayton,4847448.630874081,4489708.206142575,4474684.288260099,-7.379973507156055,-7.6899080526566825,13.977086022154698,6.788448734532473,0.14,0.1
Guangzhou,243940936.64905828,201269502.7326638,199584225.8726561,-17.4925268807109,-18.18338134866443,43.225160323323216,13.471385434085606,0.27,0.2
Los Angeles,185349154.3246978,169246692.4521601,169246224.17079544,-8.687637087531103,-8.68788973576484,59.59270385636995,17.898120580473346,0.26,0.2
New York,185296983.00341883,168099884.47747314,167701542.08390087,-9.280830290490156,-9.49580540077834,16.14232144046958,7.786312870967486,0.25,0.2
Tokyo,441716065.8966999,403544358.3314507,403203211.74628913,-8.641684220328104,-8.718916318388432,29.041073891521165,11.770298466841682,0.26,0.2
Jakarta,167335492.93904293,128146709.1556911,127377908.35705799,-23.41928965280996,-23.878726431660684,24.68751607702942,9.320530288707786,0.26,0.2
Chicago,92079604.55133203,82841847.62723859,82811088.89758362,-10.032359466686922,-10.065763964680633,26.60535859987366,12.093656271294705,0.26,0.2
Dallas,77862173.25231297,71439306.9711336,71185346.10834432,-8.249020047727182,-8.575187238008816,41.695384984666354,14.648957812485731,0.27,0.2
Houston,63748692.18845348,57840215.92438727,57815705.639956504,-9.268388199399624,-9.30683649314392,31.16531545709984,10.131922854034402,0.26,0.2
Shanghai,258268023.30098388,230328097.77236515,230309679.63839287,-10.818190022718266,-10.825321425877231,43.088801023622274,16.236943695391,0.26,0.2
Dhaka,131866518.95524879,103665297.60394695,102602686.93205312,-21.386187771342026,-22.192010720421656,39.23608145272867,14.911099276290063,0.27,0.2
Osaka [Kyoto],203191232.6703599,185639916.95972252,185330884.27743247,-8.637831209534097,-8.789920784575651,21.59853507860773,8.290119094430864,0.26,0.2
Miami,43083775.25676496,37813031.34428892,37812614.069346026,-12.233709513765124,-12.234678033678737,39.523176562933784,12.217660974640143,0.26,0.2
Kolkata,227994615.4396025,202066094.97746196,201054995.94349617,-11.372426674264679,-11.81590163616949,40.20858834012304,13.958906987575876,0.27,0.2
Nagoya,96405540.15123624,86561132.59259878,86420138.58179834,-10.211454179079372,-10.357705121275487,26.03875047658991,13.49926306052829,0.26,0.2
Bangkok,85371363.65865003,70561466.1269549,69969641.4755629,-17.347617394178233,-18.04085295470923,44.732548467641465,15.740714299072767,0.27,0.2
Detroit,37162638.03287753,32758616.32034204,32755813.018784776,-11.850670312046411,-11.858213645097162,27.76844967600489,12.74292704497789,0.26,0.2
Comilla,30989110.30239721,18636902.675288375,18195763.48167947,-39.85983303997376,-41.28336275510333,36.998853669706875,22.772651022520755,0.27,0.2
Delhi [New Delhi],516788064.6715856,483262412.4999151,481924831.01905423,-6.487311620282051,-6.746137543769837,60.84718591728818,14.2873727727774,0.27,0.2
Jieyang,75468176.94928461,64255860.11381768,63824028.3750655,-14.857012967203021,-15.429216717457084,33.71495309766542,11.425616160313004,0.27,0.2
Seoul,286389674.4729268,261518662.41351253,261397597.06943876,-8.68432568499092,-8.726598628069816,30.744211453436286,10.829304188519886,0.26,0.2
Phoenix,68510564.71281508,64174202.87143364,64001537.09578914,-6.329479051236473,-6.581507006878472,99.30886376186696,29.804605732905884,0.27,0.2
Beijing,320007664.0591794,298718444.49165154,298705228.1718606,-6.652721780935487,-6.656851781955873,32.4311538794413,9.419598610852464,0.26,0.2
Mexico City,246412477.96422887,227992456.16007972,227986407.95748824,-7.475279643437189,-7.47773414681358,50.972758529030386,14.403496677688409,0.26,0.2
Quezon City [Manila],145972021.52533314,126337624.4075202,126225921.36607915,-13.450794825366875,-13.527318422336906,29.412123831299656,7.817907599380531,0.26,0.2
Toronto,75626631.21599022,68033575.8436578,67986601.53397974,-10.040187233312809,-10.102300683195171,23.629896562946023,7.452703845602946,0.26,0.2
São Paulo,173282511.90095097,154657760.09648433,154465975.30692002,-10.748200496489007,-10.858878018104079,22.256698233408652,8.44074976777096,0.26,0.2
Buenos Aires,196654806.6448514,181934977.31980512,181906610.93685728,-7.485110369882562,-7.499534824301852,36.00289945886053,13.493417720372241,0.26,0.2
Suzhou,105001548.0006419,90272507.00256175,89695380.0002043,-14.027451288613484,-14.577087949545309,43.38981238877125,19.32314165811647,0.27,0.2
Seattle,31710166.466289897,27830893.84609717,27780702.04599759,-12.233529660957979,-12.391812652480395,19.791591469303853,9.752368609481959,0.26,0.2
Moscow,265433849.8460681,242919919.207281,242802330.73290262,-8.48193651708082,-8.526236998894488,23.078235984080198,6.972543375114393,0.26,0.2
London,148830027.31024683,132741655.96945661,132622297.22694671,-10.809896115420884,-10.890094140420967,30.782662443421735,10.482697300804704,0.26,0.2
Tijuana,61278219.76272307,56545987.050975375,56357184.803157136,-7.722536212819979,-8.030642826473745,60.67843582062038,15.505369130677394,0.27,0.2
Surabaya,51518858.17272873,42087674.890404806,42043361.794275895,-18.30627389043393,-18.392287241079902,32.48752488116617,13.385576291270482,0.26,0.2
Johannesburg,95532333.30135363,87643731.47886306,87332258.94812576,-8.257520307398162,-8.583559167722829,42.87978669864602,11.976199533524253,0.27,0.2
Paris,164992728.8657415,151155770.12661722,150989247.53194353,-8.386405167214207,-8.487332399473752,30.433596263114175,9.74325389606453,0.26,0.2
Melbourne,48499987.225265995,44121388.53429291,44110065.14155781,-9.02804091604392,-9.051388123709152,44.232830330327715,16.429861958914778,0.26,0.2
Cairo,584935702.4046577,561559984.4848248,560628419.4379486,-3.996288450805086,-4.155547843426626,80.2168841963991,16.332784077002422,0.27,0.2
Yogyakarta,17715585.181019716,10108345.153562631,10083671.25014957,-42.94094691044921,-43.08022485786636,24.088124239279185,13.448779635504255,0.29000000000000004,0.2
Washington D.C.,44473990.30707533,40149580.36981808,40102325.732679635,-9.72345837960325,-9.829710678558584,14.993933317182083,7.628410457308057,0.28,0.2
Philadelphia,62349047.73416033,57304257.698484376,57217810.52821956,-8.091206231706355,-8.229856577471708,15.897763387511787,7.036606388919458,0.26,0.2
Ho Chi Minh City,81177989.07351911,69604302.65980798,69601327.8603431,-14.25717309063838,-14.260837630126032,42.24034497287104,10.861361674496726,0.26,0.2
Tehran,258176530.11387238,245237886.78793752,244721780.3325507,-5.011549004949477,-5.211453487033569,108.70900969283124,22.330889923695896,0.27,0.2
Rio de Janeiro,102999227.96031946,93159350.74505514,93054110.58730797,-9.553350457204536,-9.655526133499611,20.901375798285972,7.516444914328727,0.26,0.2
Denver,40256031.81345483,37311868.38758804,37195505.56202074,-7.31359573519305,-7.602652605245517,49.26661540492535,16.54575686276121,0.27,0.2
Sydney,46586627.324648574,42298359.90956752,42297962.14610984,-9.204932104651776,-9.205785919320324,36.555842607624186,14.839776102209917,0.26,0.2
Istanbul,241870575.8309828,226796448.3932918,226720023.3237146,-6.232311386327819,-6.263908892272731,30.514605330721192,7.703717644738067,0.26,0.2
Kuala Lumpur,19535337.959330127,13331511.54408953,13305054.079827596,-31.756944405856228,-31.892378276091875,30.20251745185638,11.99337373615031,0.26,0.2
Chengdu,64944881.5741763,53325832.84956221,52890385.97256635,-17.89063039762953,-18.56111722652384,37.26032909977776,14.101386918765309,0.27,0.2
Dortmund,71735651.06559065,64033295.08734804,64006834.72862598,-10.737138178616451,-10.774024103995258,25.045310423298872,11.858261180158978,0.27,0.2
Minneapolis [Saint Paul],25811647.100173596,23181913.28859268,23169317.97136051,-10.188167385735056,-10.236964415941193,20.620047742986085,10.32417520163915,0.29000000000000004,0.2
Lagos,51375018.45075455,41012870.37829177,40599923.31013749,-20.169624040905024,-20.973413665915306,46.56543521639897,11.726482338399427,0.27,0.2
Atlanta,28258061.600715663,25275953.837516487,25263576.03361942,-10.553122168590829,-10.596924903795971,21.935309252722192,13.862948476562535,0.36,0.2
Colombo,21136261.159684997,16395356.204644563,16371126.710202135,-22.430196708976936,-22.54483143202172,28.62132227381683,14.765019982831756,0.27,0.2
Hanoi,29009072.005645007,21725531.44310355,21440536.66084619,-25.10780269401283,-26.090235990058634,41.84483175178078,20.331191543173993,0.27,0.2
Quanzhou,37337974.32708306,32621614.551835753,32615912.023433924,-12.631536285101303,-12.646809016160237,43.365900570114356,20.010092930511934,0.26,0.2
Montreal,39617812.46380821,35620140.2610072,35568356.97732801,-10.090592978733943,-10.221300053301707,24.83014498001408,9.355548423279755,0.26,0.2
Mumbai,185012748.62545127,166114083.20462105,165359274.30842683,-10.214790905620019,-10.622767600092187,60.54311353628769,11.597113703043792,0.27,0.2
Indianapolis,11940919.56453447,10298645.58682762,10267565.221903333,-13.753329204096982,-14.01361372202137,22.979933110391684,10.221942479491235,0.28,0.2
Kansas City,17270953.167043254,15580726.101763405,15567107.714329157,-9.786530302827588,-9.86538169743524,23.063589523924083,9.369581945219856,0.31,0.2
Riyadh,106399454.37581104,100935286.21271688,100716722.94058174,-5.135522729086844,-5.340940391627816,220.86557066011792,81.08551551595355,0.27,0.2
New Taipei [Taipei],78444973.93860006,69738824.63693492,69589025.22873676,-11.098415697708768,-11.2893768271183,19.80691026013981,6.354260925789351,0.26,0.2
Bandung,46467109.51882041,39206481.78154504,39087266.754920095,-15.625305323402184,-15.881863193817306,26.07873207726099,9.316828659770398,0.26,0.2
Orlando,11119336.012439964,9326899.46887541,9269450.448453374,-16.119996208040053,-16.63665493980033,32.16816794194918,14.385966444997646,0.27,0.2
Lahore,267572601.18164092,253946710.89654458,253402013.11827844,-5.0924086490628575,-5.295978736530955,61.849441348350005,11.38192968837103,0.27,0.2
Cleveland,14791258.660507698,13175091.841120193,13147499.951484466,-10.926499606843,-11.11304147098737,17.058488627490007,9.821862514489926,0.26,0.2
Portland,23218967.03207245,20792275.500421263,20788310.447196517,-10.451332862048467,-10.46840964767493,26.303357117935647,8.978660108479318,0.26,0.2
Chennai,61662886.032304235,52423348.57151285,52058159.919634,-14.983952350123436,-15.576186472424382,50.81692220538856,14.56897168806847,0.27,0.2
Boston,38280295.582565546,35743367.42668931,35709075.87552984,-6.62724286024494,-6.7168230231919805,15.097626326507948,8.531651053099305,0.25,0.2
St. Louis,17657119.233186685,15999101.436753545,15969550.9043156,-9.390080989637783,-9.557438597907225,25.31370917661663,10.67205548073428,0.28,0.2
Naples,59453830.5742854,55186774.62155841,55142420.87102633,-7.177091722282651,-7.251693728753311,28.27714042888522,8.812057257281767,0.26,0.2
Singapore,18907258.351646364,12625487.071652588,12622988.120227102,-33.22412569375393,-33.23734258315698,37.67631025929551,9.507844832302618,0.26,0.2
Las Vegas,42708985.68704696,40307359.22510355,40212197.24754545,-5.623234603466104,-5.8460494889691335,146.55921385742184,37.124742039618994,0.27,0.2
Lima,42539013.59662859,34289303.48760394,33965062.580642216,-19.39328021860497,-20.15550030681929,148.74630527956376,37.53176816758613,0.27,0.2
San Antonio,20196116.38699411,18236749.693154693,18160470.330765467,-9.70170034819768,-10.079393568654398,42.19104322356077,14.79893911892685,0.27,0.2
Hyderabad,98546063.62489471,90551481.12878951,90234994.34578617,-8.112533572660737,-8.433689762326535,65.33850007981057,17.650568913915755,0.27,0.2
Columbus,12301291.531305812,10709489.106169382,10699937.55000342,-12.940124385194995,-13.017771160264537,23.527701329857603,10.370581049138929,0.27,0.2
Accra,19203071.225726206,15178225.264115257,15019042.242408575,-20.959386726738238,-21.788332366920137,51.14866438271238,19.78940454768785,0.27,0.2
