city,ep,year,pop,epdays,epnights
Noakhali,11849597.376096345,2014,5209578.935146749,15149082.643747076,8550112.108445615
Noakhali,4113050.142307043,2015,5273302.215969376,5048827.5086064935,3177272.7760075927
Noakhali,4876557.124011271,2016,5309272.287530735,4933094.031799778,4820020.216222763
Noakhali,5683715.197051093,2017,5345242.361682206,8478750.782173961,2888679.6119282246
Noakhali,6558867.999858968,2018,5381212.42792055,5935692.83026652,7182043.169451416
Noakhali,5672609.99550841,2019,5417182.48904267,5388102.556181222,5957117.434835598
Noakhali,3520055.953831818,2020,5453152.561756946,3740274.0222752225,3299837.8853884134
Berlin,86861571.53827,2010,7334860.6378146075,86420424.0172414,87302719.05929857
Berlin,29305552.346393008,2011,7359519.748524729,28085204.179753903,30525900.513032112
Berlin,31293701.61081878,2012,7384178.847259459,19972855.38168706,42614547.8399505
Berlin,57037835.52702428,2013,7408837.957147899,58206133.79417512,55869537.259873435
Berlin,34021444.324219346,2014,7433497.076821493,34832581.288775966,33210307.359662723
Berlin,77712601.49164954,2015,7458156.191687347,89137057.99686825,66288144.98643081
Berlin,50331939.27107926,2016,7484323.796018291,33951012.671156354,66712865.87100215
Berlin,21029795.487869684,2017,7510491.443837475,9651873.496919751,32407717.478819616
Berlin,100204396.21233666,2018,7536659.059222691,118606358.23526588,81802434.18940742
Berlin,104228811.14198476,2019,7562826.697319601,104295252.51383643,104162369.77013311
Berlin,72492102.93542509,2020,7588994.3177098185,81102241.5103068,63881964.36054338
Wenzhou,46314347.44845277,2010,7237213.794043053,43465876.370178066,49162818.52672747
Wenzhou,27863614.243783638,2011,7287298.348348612,37046667.90314585,18680560.584421426
Wenzhou,25984757.296125725,2012,7337382.887324428,20705078.14324074,31264436.44901071
Wenzhou,59347098.42982198,2013,7387467.418295193,68415566.56251836,50278630.2971256
Wenzhou,22322538.658080526,2014,7437551.994463562,22994128.885931134,21650948.430229917
Wenzhou,35953390.832985245,2015,7487636.520079661,36180878.01596522,35725903.650005266
Wenzhou,51514195.30545103,2016,7522760.45134168,42180054.289869875,60848336.32103218
Wenzhou,60061446.63967993,2017,7557884.428392462,70879432.53316025,49243460.74619961
Wenzhou,40483499.375880405,2018,7593008.370589558,45318337.29369199,35648661.45806881
Wenzhou,43058424.81857213,2019,7628132.332515733,39381868.32395607,46734981.31318818
Wenzhou,33994446.13955368,2020,7663256.270083686,33497765.369741,34491126.909366354
Manchester,29574015.65447375,2010,5486907.455894461,29144857.986232094,30003173.32271541
Manchester,17420282.787293304,2011,5527193.981252347,10711836.738916088,24128728.83567052
Manchester,17821505.384325538,2012,5567480.510476241,6902456.830136545,28740553.93851453
Manchester,51369250.88661676,2013,5607767.040453462,54639024.21454002,48099477.5586935
Manchester,30938612.60626358,2014,5648053.561879981,27281866.50101173,34595358.711515434
Manchester,16909841.936107066,2015,5688340.090533538,16351271.064347409,17468412.807866722
Manchester,32574402.179620575,2016,5727700.056483738,9682064.709138036,55466739.650103115
Manchester,22186066.58935963,2017,5767060.021863572,17234389.442391872,27137743.736327387
Manchester,88851360.62509216,2018,5806419.986512225,97384561.64148086,80318159.60870346
Manchester,36878131.06274016,2019,5845779.958926156,32658927.82626486,41097334.29921547
Manchester,27953060.328220233,2020,5885139.930029428,29112486.260640748,26793634.39579972
Birmingham,31421621.33807961,2010,5609976.952353442,33212825.337496683,29630417.338662535
Birmingham,16531429.55152688,2011,5647268.392176321,8637346.545935929,24425512.55711783
Birmingham,23528030.291296694,2012,5684559.8319457285,12032547.643701732,35023512.93889166
Birmingham,60791492.9431984,2013,5721851.267258904,56258080.38624805,65324905.50014874
Birmingham,37436134.22480386,2014,5759142.709485821,34500257.98673689,40372010.46287082
Birmingham,17059708.795374684,2015,5796434.145344109,15677852.521292478,18441565.06945689
Birmingham,37454310.78164133,2016,5832604.057029178,14986704.1435107,59921917.419771954
Birmingham,29279167.573696624,2017,5868773.968383633,19961233.442282677,38597101.70511057
Birmingham,101120389.12457094,2018,5904943.894636195,110437016.3094657,91803761.93967617
Birmingham,41909970.96993543,2019,5941113.814333286,33305801.216791093,50514140.72307978
Birmingham,37819825.6843095,2020,5977283.719745047,43121468.037497096,32518183.3311219
Monterrey,15734375.734249642,2010,5037048.507249096,18794361.63474577,12674389.833753515
Monterrey,79718900.19323835,2011,5070839.534136271,60293623.236883655,99144177.14959303
Monterrey,64750342.5209022,2012,5104630.585538444,57086523.98396931,72414161.0578351
Monterrey,54654846.53800248,2013,5138421.631484517,40513399.23806395,68796293.83794102
Monterrey,51842955.66409159,2014,5172212.660174812,47167666.86270057,56518244.46548261
Monterrey,42864411.764450304,2015,5206003.701930292,26860064.390123695,58868759.13877691
Monterrey,44343041.04994005,2016,5199835.4963212535,29024368.124299236,59661713.975580856
Monterrey,63642270.506487235,2017,5193667.26593532,52175712.5465536,75108828.46642087
Monterrey,50847393.32819213,2018,5187499.061102081,39647561.411058985,62047225.24532527
Monterrey,62128674.65838309,2019,5181330.84694985,62988391.81206061,61268957.50470556
Monterrey,33667688.704374306,2020,5175162.625095946,20588259.63693925,46747117.77180936
Louisville,15352713.370297935,2010,1405630.293256832,11469789.216728544,19235637.523867324
Louisville,12947555.362476237,2011,1417261.423749997,10662008.7556692,15233101.969283273
Louisville,20621638.10306616,2012,1428892.559090118,25251649.54255501,15991626.663577309
Louisville,7001039.353297792,2013,1440523.6935303193,6870549.719741344,7131528.986854239
Louisville,6119853.736102291,2014,1452154.8236571748,7534570.785041332,4705136.6871632505
Louisville,5776620.009231348,2015,1463785.9574898588,5894684.704851432,5658555.3136112625
Louisville,8363187.722901244,2016,1473417.6610422735,8626438.153175116,8099937.292627372
Louisville,10037298.00223209,2017,1483049.3649734405,11132457.780308316,8942138.224155866
Louisville,11123027.762259377,2018,1492681.06925523,11359048.612576414,10887006.91194234
Louisville,11352321.438816506,2019,1502312.7717605794,10420944.28581073,12283698.591822285
Louisville,9821712.255735721,2020,1511944.4752497072,9730344.344981275,9913080.166490166
Virginia Beach,19855346.457146075,2010,1546693.5641537225,19758898.94088556,19951793.97340659
Virginia Beach,15791453.063646145,2011,1549943.744193316,15398085.387762807,16184820.739529483
Virginia Beach,13103235.361549864,2012,1553193.925115393,13021270.183692552,13185200.539407175
Virginia Beach,7546726.948925141,2013,1556444.1050965006,5271538.508517012,9821915.38933327
Virginia Beach,7611378.762062684,2014,1559694.2850431248,8228330.498628452,6994427.025496916
Virginia Beach,14196481.150046816,2015,1562944.467408612,13939284.049981717,14453678.250111915
Virginia Beach,13971562.69749246,2016,1563146.321308544,13177016.330942497,14766109.064042423
Virginia Beach,10376340.711432874,2017,1563348.174341494,10501795.952462554,10250885.470403196
Virginia Beach,9810889.316756882,2018,1563550.0351799428,7975005.324885987,11646773.308627777
Virginia Beach,13439778.22322709,2019,1563751.886901883,14957985.476367485,11921570.970086694
Virginia Beach,14097790.238785759,2020,1563953.7445782865,12971639.8326734,15223940.644898117
Dar es Salaam,33604713.94947451,2010,5036840.312638955,13536761.803373214,53672666.09557581
Dar es Salaam,54800072.57728045,2011,5353824.832849142,19226945.43856743,90373199.71599346
Dar es Salaam,42241825.263554394,2012,5670809.351306999,9904729.186319947,74578921.34078884
Dar es Salaam,48740152.40431078,2013,5987793.886827466,14311088.26970365,83169216.5389179
Dar es Salaam,53474241.959133014,2014,6304778.371350519,20700872.587586492,86247611.33067954
Dar es Salaam,50720240.679105155,2015,6621762.919540847,19060147.16032699,82380334.19788332
Dar es Salaam,46473301.4569491,2016,7023193.914013131,7934466.179862216,85012136.73403598
Dar es Salaam,50417473.47330702,2017,7424624.904631086,16911734.554752663,83923212.39186138
Dar es Salaam,69712910.09284598,2018,7826055.904118106,21086422.14612579,118339398.03956616
Dar es Salaam,68127872.09179729,2019,8227486.887124919,22343749.50691855,113911994.67667603
Dar es Salaam,58308466.02729775,2020,8628917.888856124,5083241.36623716,111533690.68835834
Rotterdam [The Hague],31201211.03019802,2010,5352642.972521523,42313945.83367027,20088476.226725765
Rotterdam [The Hague],7934779.953260085,2011,5371362.047147721,3503132.2227247953,12366427.683795374
Rotterdam [The Hague],19525817.555423584,2012,5390081.122886911,15354350.683005393,23697284.427841775
Rotterdam [The Hague],44788817.991327345,2013,5408800.195121613,35774856.72703294,53802779.25562176
Rotterdam [The Hague],24283045.285686396,2014,5427519.280806132,19266041.827245474,29300048.744127322
Rotterdam [The Hague],31812220.048448026,2015,5446238.345102596,32712959.050386727,30911481.046509326
Rotterdam [The Hague],48162052.267726004,2016,5463521.433281217,27714133.158281073,68609971.37717094
Rotterdam [The Hague],25282248.080334213,2017,5480804.518460825,26938299.092335343,23626197.068333082
Rotterdam [The Hague],75989842.39201231,2018,5498087.6115595475,87505700.71972823,64473984.064296395
Rotterdam [The Hague],50771752.49281706,2019,5515370.687591851,42769665.37527484,58773839.61035929
Rotterdam [The Hague],38837627.77639438,2020,5532653.77815611,42018334.19548614,35656921.35730263
Cincinnati,20451416.3139672,2010,2259816.113176235,17117730.791117907,23785101.836816497
Cincinnati,17919657.11712732,2011,2265507.5100855706,14684056.445576131,21155257.788678512
Cincinnati,31410820.69728431,2012,2271198.9036185564,39289781.55480214,23531859.83976648
Cincinnati,6861674.003980553,2013,2276890.2958451817,5942411.674914117,7780936.333046988
Cincinnati,5202645.205973892,2014,2282581.690200302,3812417.1316349143,6592873.280312868
Cincinnati,4931258.084117739,2015,2288273.085961181,6517367.446768193,3345148.721467286
Cincinnati,13090721.463803831,2016,2290073.9816396395,11082362.674986197,15099080.252621468
Cincinnati,7728390.388411891,2017,2291874.878169656,9259370.657437857,6197410.119385923
Cincinnati,10234053.00004704,2018,2293675.7760812077,12177292.04371214,8290813.956381938
Cincinnati,13071016.65591792,2019,2295476.673913236,10560086.43695008,15581946.87488576
Cincinnati,15220118.808713652,2020,2297277.5735707534,15958373.292930737,14481864.324496567
Pune,108423734.55562907,2010,7923763.695301485,86011530.67589967,130835938.4353585
Pune,72058224.33238496,2011,8096658.847705699,42194447.745471895,101922000.91929802
Pune,93644172.2213818,2012,8269554.025463594,65554566.16898926,121733778.27377433
Pune,123291575.03920305,2013,8442449.177876594,91573655.20235726,155009494.87604883
Pune,94571740.6309011,2014,8615344.314505603,58439851.39628552,130703629.86551668
Pune,77127688.02914056,2015,8788239.473558228,40090693.61358963,114164682.44469151
Pune,124535199.90037543,2016,8947637.479054851,81234823.9572117,167835575.84353915
Pune,150336872.46904814,2017,9107035.546648037,91402950.62761423,209270794.31048205
Pune,120693230.66731718,2018,9266433.562370632,63980546.65240522,177405914.68222916
Pune,143231143.81852835,2019,9425831.615986003,109583869.51995364,176878418.11710307
Pune,104371943.30208378,2020,9585229.654089358,50376603.36358115,158367283.2405864
Takasaki [Maebashi],24373479.775908537,2010,3320447.4115848155,27757573.066918164,20989386.48489891
Takasaki [Maebashi],19410604.469857626,2011,3301117.8317731153,20331408.454393387,18489800.485321864
Takasaki [Maebashi],24625921.794358578,2012,3281788.247771989,26559570.543525696,22692273.04519146
Takasaki [Maebashi],17693433.00550785,2013,3262458.66712793,17230336.178723812,18156529.83229189
Takasaki [Maebashi],17612858.348567147,2014,3243129.0860186284,22963050.040769577,12262666.656364715
Takasaki [Maebashi],18621602.836200684,2015,3223799.5046980362,18227495.999396056,19015709.673005313
Takasaki [Maebashi],15582506.052098805,2016,3197939.866535116,13354393.749183655,17810618.355013955
Takasaki [Maebashi],14544387.476171311,2017,3172080.2223987933,9764591.73140335,19324183.22093927
Takasaki [Maebashi],31019988.42378148,2018,3146220.583826201,30260860.013824463,31779116.8337385
Takasaki [Maebashi],13369674.31159111,2019,3120360.937484991,13775808.789245605,12963539.833936613
Takasaki [Maebashi],17424641.728156038,2020,3094501.30130356,13652042.736653704,21197240.719658375
Nanjing,73949763.67850783,2010,8438513.5852045,61543458.41756278,86356068.93945287
Nanjing,33055538.0681217,2011,8668486.54419705,28757817.3495881,37353258.78665531
Nanjing,75164448.35747646,2012,8898459.511488374,45556249.84457991,104772646.87037301
Nanjing,102883042.51468533,2013,9128432.473293232,85876411.67480084,119889673.35456982
Nanjing,44702180.82633047,2014,9358405.429714322,41557346.09766537,47847015.554995574
Nanjing,46404101.47616151,2015,9588378.400768228,47790895.85518551,45017307.0971375
Nanjing,112536897.16591188,2016,9835133.412011053,106966082.06647657,118107712.2653472
Nanjing,98759772.90948425,2017,10081888.401461627,101228060.77154188,96291485.04742663
Nanjing,125702677.84873748,2018,10328643.442329196,104514888.9674767,146890466.72999826
Nanjing,86272274.6673617,2019,10575398.418507203,86914061.37463766,85630487.96008575
Nanjing,68385903.75479276,2020,10822153.405224945,74241603.53180967,62530203.97777586
Tegal,99140.86677167751,2010,3319263.3232234344,62996.17636902258,135285.55717433244
Tegal,3305779.717270451,2011,3300087.7434298946,4954681.056373333,1656878.3781675696
Tegal,1045160.4678543722,2012,3280912.1666647643,710811.2235109378,1379509.7121978067
Tegal,4393708.208377091,2013,3261736.5850998033,5743578.458027583,3043837.9587266
Tegal,2892619.953870857,2014,3242561.008736396,3628090.1851776503,2157149.722564064
Tegal,13194947.238904161,2015,3223385.432181049,19609194.490715995,6780699.987092327
Tegal,1424515.9959370126,2016,3199871.50082686,23793.251953125,2825238.7399209
Tegal,1457693.7783915028,2017,3176357.571113635,1217660.283414349,1697727.2733686566
Tegal,8352046.280454604,2018,3152843.6349031627,8651356.168395676,8052736.392513532
Tegal,7599072.242566938,2019,3129329.7120854333,12493219.044025198,2704925.4411086775
Tegal,615063.0654278193,2020,3105815.772557512,19843.274243528023,1210282.8566121105
Bengaluru,107654387.4204282,2010,11259119.04996788,65897850.82791331,149410924.0129431
Bengaluru,97635658.1431677,2011,11696745.215818785,79029105.81011908,116242210.47621632
Bengaluru,139605162.6964745,2012,12134371.337351635,118354477.6156348,160855847.77731416
Bengaluru,111803867.07469803,2013,12571997.553951446,96457721.52275363,127150012.62664242
Bengaluru,144177163.3459155,2014,13009623.690268785,141110891.0950854,147243435.59674555
Bengaluru,70973771.81090638,2015,13447249.859328113,43291906.70926951,98655636.91254324
Bengaluru,191666036.05035493,2016,13965642.879969731,155498791.94150826,227833280.1592016
Bengaluru,148364455.35266027,2017,14484035.872253686,98862377.948381,197866532.75693953
Bengaluru,67194678.43713333,2018,15002428.880815297,27142065.728101432,107247291.14616522
Bengaluru,222459900.82947403,2019,15520821.881350458,143851555.74033552,301068245.91861254
Bengaluru,155855885.93730754,2020,16039214.865494197,110903332.89783311,200808438.97678196
Xi'an,64190770.86525808,2010,9793761.114505893,32146234.37771309,96235307.35280307
Xi'an,58527999.10193756,2011,9896877.080276465,26697979.298986673,90358018.90488845
Xi'an,80860698.19365993,2012,9999993.090966254,62389259.164273135,99332137.22304673
Xi'an,134433773.60478735,2013,10103109.072329484,101893019.55141881,166974527.65815592
Xi'an,117007335.9080719,2014,10206225.018779648,95242981.87515561,138771689.9409882
Xi'an,84416013.29967259,2015,10309340.994418867,75113087.0332793,93718939.56606588
Xi'an,103503631.95924835,2016,10393007.786004104,75101301.46271709,131905962.45577961
Xi'an,165351723.23342085,2017,10476674.610170238,158673945.9756605,172029500.4911812
Xi'an,124623836.11527923,2018,10560341.399483442,94593002.72279549,154654669.50776297
Xi'an,95553798.57895961,2019,10644008.222660847,79336646.82927966,111770950.32863957
Xi'an,50377446.89682825,2020,10727674.992903871,41652322.94287732,59102570.85077917
Kollam,9347872.512046788,2010,4540297.185217639,12688387.842436118,6007357.18165746
Kollam,5847159.386969328,2011,4490119.903311292,9740568.442959905,1953750.3309787512
Kollam,4221226.186940081,2012,4439942.615313116,6495395.497690082,1947056.8761900812
Kollam,9120931.215992518,2013,4389765.333750021,13816882.12958777,4424980.302397266
Kollam,8303507.814646751,2014,4339588.052292205,10751313.677968562,5855701.95132494
Kollam,6711172.978290609,2015,4289410.767428057,9643093.225755343,3779252.730825875
Kollam,12096272.71379269,2016,4218577.132485077,17390298.20309356,6802247.22449182
Kollam,6243227.926988199,2017,4147743.494591847,8636746.171284378,3849709.682692021
Kollam,8323351.836474791,2018,4076909.8613028377,12317505.437875062,4329198.23507452
Kollam,15700519.441834256,2019,4006076.2228151113,24152703.712992698,7248335.170675814
Kollam,14416260.35692403,2020,3935242.5927148033,21653609.945084818,7178910.768763246
Austin,9406979.123242779,2010,1744088.4802081261,5255009.729258561,13558948.517226996
Austin,47921377.04972541,2011,1819488.025721225,45756406.84601487,50086347.25343595
Austin,18082974.705562867,2012,1894887.5719655491,13014092.497670077,23151856.913455654
Austin,17856348.248546716,2013,1970287.1252745267,16402594.280359618,19310102.216733813
Austin,11696324.55801639,2014,2045686.6672966871,8150580.019222243,15242069.096810535
Austin,18729243.27600795,2015,2121086.213478446,12795212.074051348,24663274.47796455
Austin,13676067.72504252,2016,2205778.9510283577,9831390.039734736,17520745.410350304
Austin,15708481.166961052,2017,2290471.6878373567,15936837.01801143,15480125.31591067
Austin,18255197.06973937,2018,2375164.42181366,16254834.726464389,20255559.413014352
Austin,13804876.496994583,2019,2459857.1546020666,11701881.684178468,15907871.309810698
Austin,19106176.527915113,2020,2544549.897196379,14713802.434880733,23498550.62094949
Changzhou,21103531.27672323,2010,5448017.030742275,16740933.458588002,25466129.094858453
Changzhou,9194143.982312089,2011,5551574.612231292,7129787.051784143,11258500.912840035
Changzhou,30354474.970171936,2012,5655132.16338335,27032143.084860466,33676806.855483405
Changzhou,59185898.71276373,2013,5758689.729132257,62197293.86747074,56174503.55805672
Changzhou,16969488.089201167,2014,5862247.3101511,16201152.203544617,17737823.974857718
Changzhou,24733108.947651878,2015,5965804.872169042,29478797.806446623,19987420.088857137
Changzhou,53652441.83959584,2016,6067789.971803069,64286057.50685692,43018826.17233476
Changzhou,46396743.21519308,2017,6169775.067378789,43998194.348300606,48795292.08208555
Changzhou,46781195.951918736,2018,6271760.150327116,47156191.01585388,46406200.88798359
Changzhou,28941597.62260896,2019,6373745.257851541,30843308.44895649,27039886.79626143
Changzhou,22115396.22873177,2020,6475730.347973803,15804204.628706597,28426587.828756943
Zhengzhou,62231663.287741676,2010,6808493.375982824,43844806.47637132,80618520.09911203
Zhengzhou,57289260.57109305,2011,6981646.488563561,41066276.88295981,73512244.25922629
Zhengzhou,90396431.64963123,2012,7154799.54990332,77386142.478971,103406720.82029147
Zhengzhou,91449149.53187145,2013,7327952.646297699,72502408.105551,110395890.9581919
Zhengzhou,93746524.71150225,2014,7501105.760860478,84978609.23850255,102514440.18450198
Zhengzhou,65934232.905320235,2015,7674258.876584316,45091352.539786026,86777113.27085444
Zhengzhou,77833763.58257245,2016,7861337.26804684,62475627.95429685,93191899.21084803
Zhengzhou,101820388.82534954,2017,8048415.67148274,83099533.7733333,120541243.87736577
Zhengzhou,111515944.02190961,2018,8235494.044670394,71091035.61155635,151940852.43226287
Zhengzhou,77591908.71471073,2019,8422572.436555162,67285506.82722023,87898310.60220122
Zhengzhou,64025147.19365476,2020,8609650.826450245,52154610.62010167,75895683.76720785
Qingdao,41096861.56178247,2010,5377596.737945965,12261172.007459983,69932551.11610496
Qingdao,18899919.90526671,2011,5410715.938814727,7643527.0018737195,30156312.8086597
Qingdao,44249542.95389523,2012,5443835.1655717585,17538017.70213461,70961068.20565586
Qingdao,61768897.829890594,2013,5476954.386682203,23711736.551368147,99826059.10841304
Qingdao,46634383.63650583,2014,5510073.58742917,35917500.32708679,57351266.94592487
Qingdao,56312952.1268264,2015,5543192.804003714,51347277.43611528,61278626.81753752
Qingdao,56998760.09770415,2016,5568768.277149012,45570047.7559032,68427472.4395051
Qingdao,58647277.87992516,2017,5594343.725589048,31553968.997839633,85740586.7620107
Qingdao,70287007.00639163,2018,5619919.207030956,34355324.695076585,106218689.31770667
Qingdao,70813564.98285931,2019,5645494.670308832,57585598.63940977,84041531.32630885
Qingdao,41810739.609906256,2020,5671070.125272037,26371162.03109508,57250317.18871744
Alexandria,160962856.53292716,2010,7749894.7896694755,112904595.47176167,209021117.59409264
Alexandria,185124384.38731188,2011,7890583.442451719,141299115.51825142,228949653.25637233
Alexandria,195175402.9314819,2012,8031272.1047082525,147422287.75071603,242928518.1122478
Alexandria,168752447.5820266,2013,8171960.743951496,133138795.82371521,204366099.34033796
Alexandria,180377214.58437854,2014,8312649.386777989,128225110.6309421,232529318.537815
Alexandria,206071610.02176148,2015,8453338.033178646,151831831.01050556,260311389.0330174
Alexandria,190474087.65786532,2016,8591431.102248777,125999761.52568907,254948413.79004157
Alexandria,206233406.3520944,2017,8729524.142385038,152676467.54140413,259790345.1627847
Alexandria,186527464.62355694,2018,8867617.226195538,123125022.88437039,249929906.3627435
Alexandria,199441552.71308553,2019,9005710.282519579,136554144.07077497,262328961.35539612
Alexandria,210862547.77095497,2020,9143803.345637696,140250427.05497745,281474668.4869325
Guadalajara,71786307.44639914,2010,5542242.40469984,61678414.7569306,81894200.13586769
Guadalajara,88983463.68590625,2011,5603857.426622115,106970355.76510394,70996571.60670856
Guadalajara,80329621.81239107,2012,5665472.4427768085,85826608.33061588,74832635.29416625
Guadalajara,84026047.25410612,2013,5727087.4554926455,111216080.67400977,56836013.83420247
Guadalajara,46587183.644600354,2014,5788702.49883452,52285031.672154665,40889335.61704604
Guadalajara,38609059.93982097,2015,5850317.509745877,35681633.062287524,41536486.81735441
Guadalajara,77427757.34891778,2016,5912807.914815333,81503831.52819881,73351683.16963674
Guadalajara,95956972.36067203,2017,5975298.321278881,97516596.81442147,94397347.9069226
Guadalajara,64539845.82483299,2018,6037788.731203051,65723874.15146966,63355817.49819632
Guadalajara,69850327.60167566,2019,6100279.148988662,72284540.14472882,67416115.0586225
Guadalajara,78997389.67014354,2020,6162769.542360767,74882920.35933144,83111858.98095563
Belo Horizonte,62075580.9955747,2010,5608006.551329768,45487768.3555638,78663393.6355856
Belo Horizonte,49299211.3390827,2011,5669912.278432893,28774202.308039904,69824220.3701255
Belo Horizonte,55131567.87605639,2012,5731817.986867847,72928259.87627229,37334875.87584048
Belo Horizonte,22063146.25406777,2013,5793723.705097338,24667981.242779195,19458311.265356347
Belo Horizonte,80748489.83243507,2014,5855629.414737953,65631418.27317095,95865561.3916992
Belo Horizonte,130347837.86736806,2015,5917535.129785884,142147549.19641712,118548126.53831899
Belo Horizonte,37584971.98472759,2016,5975029.392603216,38685257.25065717,36484686.71879801
Belo Horizonte,49931846.424195156,2017,6032523.664073472,62859828.14819935,37003864.70019096
Belo Horizonte,37975460.78002402,2018,6090017.926108947,41769931.36206746,34180990.19798058
Belo Horizonte,96308762.71257216,2019,6147512.194487361,93491214.41269743,99126311.0124469
Belo Horizonte,39084703.96854611,2020,6205006.460598143,38132880.16018558,40036527.77690664
Katowice,47788901.75627945,2010,4307474.415448799,42255547.64729746,53322255.86526146
Katowice,17981730.430593148,2011,4280688.822355865,14043783.243705686,21919677.617480613
Katowice,42598681.90054247,2012,4253903.225571853,33787942.17787434,51409421.623210594
Katowice,48839833.65140304,2013,4227117.621215316,45578926.850942604,52100740.45186347
Katowice,31934342.227446534,2014,4200332.021338766,34184550.2490528,29684134.205840264
Katowice,64705281.99119124,2015,4173546.432546748,67841164.57349592,61569399.40888655
Katowice,27556913.169036835,2016,4146337.1403431,22021454.749306098,33092371.588767573
Katowice,37874098.24662906,2017,4119127.8505982924,39024260.70078227,36723935.79247585
Katowice,43822665.717303455,2018,4091918.5560116377,42607696.7768837,45037634.65772322
Katowice,47995654.267773025,2019,4064709.259777628,45227807.83402318,50763500.70152287
Katowice,24468208.658998683,2020,4037499.971662848,22109423.61969859,26826993.698298775
Sirajganj,2430366.1734745614,2010,4222616.82647863,867634.1333829015,3993098.2135662213
Sirajganj,2583108.9244677983,2011,4252017.121201195,1827411.0133045167,3338806.83563108
Sirajganj,2805122.0918037444,2012,4281417.434034511,3039552.1487380266,2570692.0348694623
Sirajganj,2727934.1032140814,2013,4310817.732416831,4287121.762947671,1168746.4434804916
Sirajganj,3807885.9079918265,2014,4340218.034789115,5554420.096988231,2061351.7189954221
Sirajganj,6332615.251597771,2015,4369618.337834632,3697664.4085180424,8967566.0946775
Sirajganj,6053746.027187008,2016,4390061.439693671,7277473.66412368,4830018.390250336
Sirajganj,2669363.3960288726,2017,4410504.54703521,2471514.740100406,2867212.051957339
Sirajganj,3919574.375122573,2018,4430947.647655539,1302845.1253108978,6536303.624934249
Sirajganj,5214979.004743226,2019,4451390.757095799,3141418.547372684,7288539.462113768
Sirajganj,1103593.2866049837,2020,4471833.862607531,488041.4534848705,1719145.119725097
Shijiazhuang,63002383.21460159,2010,6371665.597662127,43457427.7688944,82547338.66030878
Shijiazhuang,62768149.48889494,2011,6399054.8786175875,49812101.019856974,75724197.9579329
Shijiazhuang,67390249.30001476,2012,6426444.133173255,50464913.18075311,84315585.4192764
Shijiazhuang,65460805.23273133,2013,6453833.410211312,42610081.52828336,88311528.9371793
Shijiazhuang,89187052.57268205,2014,6481222.680033696,79407025.9991599,98967079.14620419
Shijiazhuang,90557177.39349774,2015,6508611.951765601,69300535.13083355,111813819.65616193
Shijiazhuang,72594085.68310773,2016,6530416.66735751,50289750.20762557,94898421.15858988
Shijiazhuang,80747729.33355817,2017,6552221.3701454215,71372228.0374759,90123230.62964045
Shijiazhuang,90318775.2435671,2018,6574026.083580483,60849613.73730156,119787936.74983263
Shijiazhuang,104957334.87540784,2019,6595830.797571957,106394367.59032059,103520302.1604951
Shijiazhuang,68969294.66450195,2020,6617635.500515277,53610891.16191952,84327698.16708438
Cologne,42180654.05423431,2010,4741436.399407474,45960933.53201004,38400374.57645858
Cologne,8649324.728020435,2011,4766572.395762156,10297197.620689759,7001451.835351111
Cologne,19342428.791101012,2012,4791708.397742024,15303462.842870967,23381394.73933106
Cologne,49044845.91737521,2013,4816844.387543533,42214678.71322632,55875013.121524096
Cologne,24676214.864152618,2014,4841980.388185162,15203851.01392676,34148578.714378476
Cologne,38811773.05196233,2015,4867116.390982996,39700947.681449324,37922598.42247534
Cologne,37139187.047351316,2016,4906767.058152709,31444017.11783248,42834356.97687014
Cologne,33102434.038567368,2017,4946417.719749868,28659178.967439026,37545689.10969571
Cologne,104259721.87227896,2018,4986068.376042802,98670093.9008973,109849349.84366061
Cologne,67278135.79174218,2019,5025719.03597033,65729767.944583684,68826503.63890067
Cologne,44161096.66041383,2020,5065369.70101919,47470128.832475185,40852064.48835248
Ningbo,28089614.02349305,2010,4395584.471615124,24963638.963501513,31215589.083484594
Ningbo,16284860.395750772,2011,4493149.201485308,14027757.913652599,18541962.877848946
Ningbo,26810436.91734302,2012,4590713.938873109,20735592.617130034,32885281.21755601
Ningbo,59339543.66542749,2013,4688278.683718026,56917689.55281983,61761397.77803515
Ningbo,14549766.023974225,2014,4785843.4115770105,11735293.773104846,17364238.274843603
Ningbo,27207677.153452855,2015,4883408.175390322,29817311.6110643,24598042.69584141
Ningbo,44995224.69765525,2016,4984819.659722926,31120014.15983382,58870435.23547669
Ningbo,48355809.83173816,2017,5086231.146131028,54927922.55107701,41783697.11239932
Ningbo,34898151.26275263,2018,5187642.622084768,17363581.195637703,52432721.32986756
Ningbo,26950646.64993549,2019,5289054.088184217,18455945.735006586,35445347.5648644
Ningbo,31358412.767869543,2020,5390465.579950536,28969502.713264026,33747322.82247506
Hefei,49827431.952198625,2010,5860658.067918692,42698196.187625706,56956667.716771536
Hefei,27945265.325997964,2011,5747327.168923103,33938914.810498476,21951615.84149745
Hefei,57908859.834332846,2012,5633996.283341216,50776051.70716481,65041667.96150088
Hefei,76188932.03057255,2013,5520665.3864580905,69289147.63683441,83088716.42431068
Hefei,29339114.70988771,2014,5407334.467582945,24419852.244272813,34258377.175502606
Hefei,30609143.636188574,2015,5294003.581535788,35690883.408443704,25527403.86393344
Hefei,51895349.23248757,2016,5167558.539667606,47163124.5930778,56627573.87189733
Hefei,50515378.940159716,2017,5041113.527608138,46646319.54170889,54384438.338610545
